1 5 6 2 8 3 7 4 9 
4 8 2 7 5 9 1 3 6 
9 7 3 4 1 6 5 8 2 
2 9 1 5 3 7 8 6 4 
8 3 5 1 6 4 2 9 7 
7 6 4 8 9 2 3 5 1 
3 4 8 9 2 1 6 7 5 
5 1 7 6 4 8 9 2 3 
6 2 9 3 7 5 4 1 8 
