8 1 5 6 4 3 2 9 7 
4 6 7 1 9 2 5 8 3 
9 3 2 5 8 7 4 1 6 
3 9 1 4 6 8 7 2 5 
6 2 4 7 1 5 8 3 9 
5 7 8 2 3 9 1 6 4 
7 4 9 3 2 1 6 5 8 
2 8 6 9 5 4 3 7 1 
1 5 3 8 7 6 9 4 2 
